element,sp_num,obs_wl_vac(A),ritz_wl_vac(A),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
O,8,,1165.0701,,4.531E+07,AA,-6747466.1397,-6833297.8861,5g,2G,9/2,6f,2F*,7/2,,T6492extrap,,
O,8,,1165.0992,,3.538E+08,AA,-6747440.6320,-6833270.2344,5d,2D,5/2,6p,2P*,3/2,,T6492extrap,,
O,8,,1165.0997,,1.601E+08,AA,-6747440.5739,-6833270.1380,5f,2F*,5/2,6d,2D,3/2,,T6492extrap,,
O,8,,1165.3848,,7.32E+08,AA,-6747408.7880,-6833217.3570,5p,2P*,3/2,6s,2S,1/2,,T6492extrap,,
O,8,,1165.4201,,3.929E+08,AA,-6747408.6240,-6833214.5940,5d,2D,3/2,6p,2P*,1/2,,T6492extrap,,
O,4,,1166.52,,1.88E+07,B,510569.7,596295,2s2.4d,2D,3/2,2s.2p.(3P*).4d,2F*,5/2,,T5109LS,,
O,4,,1166.58,,1.34E+06,C+,510574.1,596295,2s2.4d,2D,5/2,2s.2p.(3P*).4d,2F*,5/2,,T5109LS,,
O,4,,1166.58,,4.96E+07,B,514371.3,600092,2s.2p.(3P*).3d,2P*,1/2,2p2.(1D).3s,2D,3/2,,T5109LS,,
O,4,,1167.119,,2.76E+07,C+,510977.2,596658.3,2s.2p.(3P*).3d,2F*,7/2,2s.2p.(3P*).4f,2D,5/2,,T5109LS,,
O,4,,1167.478,,1.17E+08,C+,510977.2,596631.9,2s.2p.(3P*).3d,2F*,7/2,2s.2p.(3P*).4f,2G,7/2,,T5109LS,,
O,3,,1170.596,,8.3E+06,C+,293866.49,379293.03,2s2.2p.(2P*).3p,3D,1,2s2.2p.(2P*).4d,3D*,2,,T5376LS,,
O,3,,1171.500,,4.14E+07,C+,293866.49,379227.15,2s2.2p.(2P*).3p,3D,1,2s2.2p.(2P*).4d,3D*,1,,T5376LS,,
O,6,,1171.561,,4.92E+08,A,863333.8,948690,1s2.4p,2P*,1/2,1s2.5s,2S,1/2,,T5118LS,,
O,3,,1171.593,,6.15E+06,C+,294002.86,379356.75,2s2.2p.(2P*).3p,3D,2,2s2.2p.(2P*).4d,3D*,3,,T5376LS,,
O,6,,1172.439,,9.82E+08,A,863397.7,948690,1s2.4p,2P*,3/2,1s2.5s,2S,1/2,,T5118LS,,
O,3,,1172.468,,3.84E+07,C+,294002.86,379293.03,2s2.2p.(2P*).3p,3D,2,2s2.2p.(2P*).4d,3D*,2,,T5376LS,,
O,1,,1172.504,,4.98E+04,C,15867.862,101155.422,2s2.2p4,1D,2,2s2.2p3.(2D*).3s,3D*,1,,T5986,,
O,1,,1172.612,,3.66E+02,C,15867.862,101147.526,2s2.2p4,1D,2,2s2.2p3.(2D*).3s,3D*,2,,T5986,,
O,1,,1172.779,,7.97E+03,C,15867.862,101135.407,2s2.2p4,1D,2,2s2.2p3.(2D*).3s,3D*,3,,T5986,,
O,3,,1173.374,,1.37E+07,C+,294002.86,379227.15,2s2.2p.(2P*).3p,3D,2,2s2.2p.(2P*).4d,3D*,1,,T5376LS,,
O,3,,1174.623,,4.87E+07,C+,294223.07,379356.75,2s2.2p.(2P*).3p,3D,3,2s2.2p.(2P*).4d,3D*,3,,T5376LS,,
O,3,,1175.503,,8.53E+06,C+,294223.07,379293.03,2s2.2p.(2P*).3p,3D,3,2s2.2p.(2P*).4d,3D*,2,,T5376LS,,
O,3,,1179.553,,3.32E+06,D,365527.08,450304.93,2s.2p2.(4P).3p,5D*,0,2s.2p2.(4P).4d,5P,1,,T5376LS,,
O,3,,1180.039,,7.45E+06,D,365561.95,450304.93,2s.2p2.(4P).3p,5D*,1,2s.2p2.(4P).4d,5P,1,,T5376LS,,
O,4,,1180.31,,6.28E+07,B,500037.8,584761,2s2.4p,2P*,3/2,2s.2p.(3P*).4p,2D,5/2,,T5109LS,,
O,3,,1180.792,,1.49E+06,D,365561.95,450250.84,2s.2p2.(4P).3p,5D*,1,2s.2p2.(4P).4d,5P,2,,T5376LS,,
O,3,,1180.993,,5.78E+06,D,365630.40,450304.93,2s.2p2.(4P).3p,5D*,2,2s.2p2.(4P).4d,5P,1,,T5376LS,,
O,3,,1181.748,,5.77E+06,D,365630.40,450250.84,2s.2p2.(4P).3p,5D*,2,2s.2p2.(4P).4d,5P,2,,T5376LS,,
O,4,,1182.21,,7.4E+07,B,547326,631913,2s.2p.(1P*).3p,2D,3/2,2p2.(1D).3p,2D*,3/2,,T5109LS,,
O,4,,1182.62,,8.21E+06,B,547355,631913,2s.2p.(1P*).3p,2D,5/2,2p2.(1D).3p,2D*,3/2,,T5109LS,,
O,3,,1182.770,,4.7E+05,D,365630.40,450177.71,2s.2p2.(4P).3p,5D*,2,2s.2p2.(4P).4d,5P,3,,T5376LS,,
O,4,,1182.79,,5.2E+07,B,499994.9,584541,2s2.4p,2P*,1/2,2s.2p.(3P*).4p,2D,3/2,,T5109LS,,
O,3,,1183.150,,9.2E+06,C,365730.68,450250.84,2s.2p2.(4P).3p,5D*,3,2s.2p2.(4P).4d,5P,2,,T5376LS,,
O,4,,1183.39,,1.04E+07,B,500037.8,584541,2s2.4p,2P*,3/2,2s.2p.(3P*).4p,2D,3/2,,T5109LS,,
O,3,,1184.174,,3.28E+06,D,365730.68,450177.71,2s.2p2.(4P).3p,5D*,3,2s.2p2.(4P).4d,5P,3,,T5376LS,,
O,3,,1185.961,,1.26E+07,C,365857.89,450177.71,2s.2p2.(4P).3p,5D*,4,2s.2p2.(4P).4d,5P,3,,T5376LS,,
O,4,,1195.467,,1.87E+08,B,513198.3,596847.6,2s2.4f,2F*,7/2,2s.2p.(3P*).4f,2G,9/2,,T5109LS,,
O,4,,1196.015,,2.32E+06,C+,513187.2,596798.2,2s2.4f,2F*,5/2,2s.2p.(3P*).4f,2D,3/2,,T5109LS,,
O,3,,1196.753,,2.95E+08,C+,294002.86,377562.31,2s2.2p.(2P*).3p,3D,2,2s2.2p.(2P*).4d,3F*,3,,T5376LS,,
O,3,,1197.239,,3.31E+08,C+,294223.07,377748.57,2s2.2p.(2P*).3p,3D,3,2s2.2p.(2P*).4d,3F*,4,,T5376LS,,
O,3,,1197.331,,2.78E+08,C+,293866.49,377385.58,2s2.2p.(2P*).3p,3D,1,2s2.2p.(2P*).4d,3F*,2,,T5376LS,,
O,4,,1198.019,,1.1E+05,D,513187.2,596658.3,2s2.4f,2F*,5/2,2s.2p.(3P*).4f,2D,5/2,,T5109LS,,
O,4,,1198.179,,2.2E+06,B,513198.3,596658.3,2s2.4f,2F*,7/2,2s.2p.(3P*).4f,2D,5/2,,T5109LS,,
O,4,,1198.398,,1.79E+08,B,513187.2,596631.9,2s2.4f,2F*,5/2,2s.2p.(3P*).4f,2G,7/2,,T5109LS,,
O,4,,1198.558,,6.61E+06,B,513198.3,596631.9,2s2.4f,2F*,7/2,2s.2p.(3P*).4f,2G,7/2,,T5109LS,,
O,3,,1199.289,,5.14E+07,C+,294002.86,377385.58,2s2.2p.(2P*).3p,3D,2,2s2.2p.(2P*).4d,3F*,2,,T5376LS,,
O,3,,1199.915,,3.67E+07,C+,294223.07,377562.31,2s2.2p.(2P*).3p,3D,3,2s2.2p.(2P*).4d,3F*,3,,T5376LS,,
O,4,,1200.06,,8.47E+06,C+,510744.9,594074,2s.2p.(3P*).3d,2F*,5/2,2s.2p.(3P*).4f,2F,7/2,,T5109LS,,
O,2,1200.720,1200.720,12,,,185499.124,268782.5?,2s2.2p2.(3P).3s,4P,5/2,2s2.2p2.(3P).6p,4P*,5/2,,,L10549,
O,4,,1200.85,,2.26E+08,C+,510744.9,594019,2s.2p.(3P*).3d,2F*,5/2,2s.2p.(3P*).4f,2F,5/2,,T5109LS,,
O,4,,1201.18,,1.92E+06,C+,501509.2,584761,2s.2p.(3P*).3d,2D*,3/2,2s.2p.(3P*).4p,2D,5/2,,T5109LS,,
O,2,1201.485,1201.485,8,,,185235.281,268465.6,2s2.2p2.(3P).3s,4P,1/2,2s2.2p2.(3P).6p,4D*,3/2,,,L10549,
O,2,1201.822,1201.823,12,,,185340.577,268547.50,2s2.2p2.(3P).3s,4P,3/2,2s2.2p2.(3P).6p,4D*,5/2,,,L10549,
O,4,,1201.97,,2.68E+07,B,501564.4,584761,2s.2p.(3P*).3d,2D*,5/2,2s.2p.(3P*).4p,2D,5/2,,T5109LS,,
O,2,1202.025,1202.025,12,,,185499.124,268692.1,2s2.2p2.(3P).3s,4P,5/2,2s2.2p2.(3P).6p,4D*,7/2,,,L10549,
O,3,,1202.236,,6.54E+07,C+,297558.66,380737.00,2s2.2p.(2P*).3p,3S,1,2s2.2p.(2P*).4d,3P*,0,,T5376LS,,
O,3,,1202.465,,1.44E+06,C,294223.07,377385.58,2s2.2p.(2P*).3p,3D,3,2s2.2p.(2P*).4d,3F*,2,,T5376LS,,
O,3,,1202.512,,6.53E+07,C+,297558.66,380717.92,2s2.2p.(2P*).3p,3S,1,2s2.2p.(2P*).4d,3P*,1,,T5376LS,,
O,3,,1202.677,,6.53E+07,C+,297558.66,380706.51,2s2.2p.(2P*).3p,3S,1,2s2.2p.(2P*).4d,3P*,2,,T5376LS,,
O,2,1203.004,1203.007,4bl?,,,185340.577,268465.6,2s2.2p2.(3P).3s,4P,3/2,2s2.2p2.(3P).6p,4D*,3/2,,,L10549,
O,4,,1203.42,,2.27E+08,C+,510977.2,594074,2s.2p.(3P*).3d,2F*,7/2,2s.2p.(3P*).4f,2F,7/2,,T5109LS,,
O,2,,1204.117,,,,185499.124,268547.50,2s2.2p2.(3P).3s,4P,5/2,2s2.2p2.(3P).6p,4D*,5/2,,,L11267,
O,4,,1204.21,,1.12E+07,C+,510977.2,594019,2s.2p.(3P*).3d,2F*,7/2,2s.2p.(3P*).4f,2F,5/2,,T5109LS,,
O,4,,1204.36,,2.57E+07,B,501509.2,584541,2s.2p.(3P*).3d,2D*,3/2,2s.2p.(3P*).4p,2D,3/2,,T5109LS,,
O,4,,1205.16,,2.85E+06,C+,501564.4,584541,2s.2p.(3P*).3d,2D*,5/2,2s.2p.(3P*).4p,2D,3/2,,T5109LS,,
O,2,,1205.306,,,,185499.124,268465.6,2s2.2p2.(3P).3s,4P,5/2,2s2.2p2.(3P).6p,4D*,3/2,,,L11267,
O,3,,1205.963,,2.62E+07,C+,267377.11,350298.38,2s2.2p.(2P*).3s,3P*,1,2s.2p2.(4P).3s,3P,2,,T5376LS,,
O,3,,1206.771,,3.49E+07,C+,267258.71,350124.45,2s2.2p.(2P*).3s,3P*,0,2s.2p2.(4P).3s,3P,1,,T5376LS,,
O,3,,1208.498,,2.61E+07,C+,267377.11,350124.45,2s2.2p.(2P*).3s,3P*,1,2s.2p2.(4P).3s,3P,1,,T5376LS,,
O,3,,1209.711,,7.8E+07,C+,267634.00,350298.38,2s2.2p.(2P*).3s,3P*,2,2s.2p2.(4P).3s,3P,2,,T5376LS,,
O,3,,1209.960,,1.04E+08,C+,267377.11,350024.49,2s2.2p.(2P*).3s,3P*,1,2s.2p2.(4P).3s,3P,0,,T5376LS,,
O,4,,1210.979,,3.86E+08,C+,514220.4,596798.2,2s.2p.(3P*).3d,2P*,3/2,2s.2p.(3P*).4f,2D,3/2,,T5109LS,,
O,3,,1212.262,,4.3E+07,C+,267634.00,350124.45,2s2.2p.(2P*).3s,3P*,2,2s.2p2.(4P).3s,3P,1,,T5376LS,,
O,4,,1213.034,,2.3E+09,C+,514220.4,596658.3,2s.2p.(3P*).3d,2P*,3/2,2s.2p.(3P*).4f,2D,5/2,,T5109LS,,
O,4,,1213.196,,1.92E+09,C+,514371.3,596798.2,2s.2p.(3P*).3d,2P*,1/2,2s.2p.(3P*).4f,2D,3/2,,T5109LS,,
O,5,,1213.809,,2.17E-02,B+,0.0,82385.3,1s2.2s2,1S,0,1s2.2s.2p,3P*,2,M2,"T4308,T3474",,
O,1,,1217.648,,2.06E+08,B,33792.583,115918.143,2s2.2p4,1S,0,2s2.2p3.(2P*).3s,1P*,1,,T5713,,
O,4,,1217.72,,8.17E+07,B,549792,631913,2s.2p.(1P*).3p,2P,1/2,2p2.(1D).3p,2D*,3/2,,T5109LS,,
O,5,,1218.344,,2.34E+03,B,0.0,82078.6,1s2.2s2,1S,0,1s2.2s.2p,3P*,1,,u24,,
O,4,,1218.65,,1.63E+07,B,549855,631913,2s.2p.(1P*).3p,2P,3/2,2p2.(1D).3p,2D*,3/2,,T5109LS,,
O,3,,1222.998,,2.51E+07,C+,368538.65,450304.93,2s.2p2.(4P).3p,5P*,1,2s.2p2.(4P).4d,5P,1,,T5376LS,,
O,3,,1223.808,,4.5E+07,C+,368538.65,450250.84,2s.2p2.(4P).3p,5P*,1,2s.2p2.(4P).4d,5P,2,,T5376LS,,
O,3,,1223.855,,7.5E+07,C+,368595.93,450304.93,2s.2p2.(4P).3p,5P*,2,2s.2p2.(4P).4d,5P,1,,T5376LS,,
O,3,,1224.666,,8.32E+06,C,368595.93,450250.84,2s.2p2.(4P).3p,5P*,2,2s.2p2.(4P).4d,5P,2,,T5376LS,,
O,3,,1225.764,,3.32E+07,C+,368595.93,450177.71,2s.2p2.(4P).3p,5P*,2,2s.2p2.(4P).4d,5P,3,,T5376LS,,
O,3,,1226.184,,4.64E+07,C+,368697.00,450250.84,2s.2p2.(4P).3p,5P*,3,2s.2p2.(4P).4d,5P,2,,T5376LS,,
O,3,,1227.284,,6.61E+07,C+,368697.00,450177.71,2s.2p2.(4P).3p,5P*,3,2s.2p2.(4P).4d,5P,3,,T5376LS,,
O,4,,1228.55,,4.56E+08,B,518709,600106,2s.2p.(1P*).3s,2P*,3/2,2p2.(1D).3s,2D,5/2,,T5109LS,,
O,4,,1228.61,,3.8E+08,B,518699,600092,2s.2p.(1P*).3s,2P*,1/2,2p2.(1D).3s,2D,3/2,,T5109LS,,
O,4,,1228.76,,7.59E+07,B,518709,600092,2s.2p.(1P*).3s,2P*,3/2,2p2.(1D).3s,2D,3/2,,T5109LS,,
O,4,,1234.41,,7.86E+07,B,492890.9,573901,2s.2p.(3P*).3p,2S,1/2,2s.2p.(3P*).4s,2P*,3/2,,T5109LS,,
O,4,,1236.30,,4.89E+05,C,513187.2,594074,2s2.4f,2F*,5/2,2s.2p.(3P*).4f,2F,7/2,,T5109LS,,
O,3,,1236.453,,5.47E+07,C,297558.66,378435.16,2s2.2p.(2P*).3p,3S,1,2s.2p2.(4P).3p,3P*,0,,T5376LS,,
O,4,,1236.47,,1.32E+07,B,513198.3,594074,2s2.4f,2F*,7/2,2s.2p.(3P*).4f,2F,7/2,,T5109LS,,
O,3,,1236.718,,5.46E+07,C,297558.66,378417.84,2s2.2p.(2P*).3p,3S,1,2s.2p2.(4P).3p,3P*,1,,T5376LS,,
O,3,,1236.904,,5.46E+07,C,297558.66,378405.68,2s2.2p.(2P*).3p,3S,1,2s.2p2.(4P).3p,3P*,2,,T5376LS,,
O,4,,1237.14,,1.3E+07,B,513187.2,594019,2s2.4f,2F*,5/2,2s.2p.(3P*).4f,2F,5/2,,T5109LS,,
O,4,,1237.31,,6.51E+05,C,513198.3,594019,2s2.4f,2F*,7/2,2s.2p.(3P*).4f,2F,5/2,,T5109LS,,
O,4,,1237.55,,7.8E+07,B,492890.9,573696,2s.2p.(3P*).3p,2S,1/2,2s.2p.(3P*).4s,2P*,1/2,,T5109LS,,
O,4,,1242.176,,3.57E+07,B,419533.9,500037.8,2s2.3d,2D,3/2,2s2.4p,2P*,3/2,,T5109LS,,
O,3,,1242.291,,3.59E+07,B,210461.8,290958.25,2s.2p3,1P*,1,2s2.2p.(2P*).3p,1P,1,,"T5376,T5791",,
O,4,,1242.434,,3.21E+08,B,419550.6,500037.8,2s2.3d,2D,5/2,2s2.4p,2P*,3/2,,T5109LS,,
O,4,,1242.838,,3.56E+08,B,419533.9,499994.9,2s2.3d,2D,3/2,2s2.4p,2P*,1/2,,T5109LS,,
O,4,,1244.93,,4.26E+06,B,570791,651117,2s.2p.(1P*).3d,2F*,5/2,2p2.(1D).3d,2F,7/2,,T5109LS,,
O,4,,1245.02,,1.15E+08,B,570797,651117,2s.2p.(1P*).3d,2F*,7/2,2p2.(1D).3d,2F,7/2,,T5109LS,,
O,4,,1245.22,,1.13E+08,B,570791,651098,2s.2p.(1P*).3d,2F*,5/2,2p2.(1D).3d,2F,5/2,,T5109LS,,
O,4,,1245.31,,5.67E+06,B,570797,651098,2s.2p.(1P*).3d,2F*,7/2,2p2.(1D).3d,2F,5/2,,T5109LS,,
O,2,,1256.047,,,,40468.01,120082.86,2s2.2p3,2P*,3/2,2s.2p4,4P,1/2,,,L11267,
O,2,1256.074,1256.078,6,,,40470.00,120082.86,2s2.2p3,2P*,1/2,2s.2p4,4P,1/2,,,L10549,
O,4,,1256.449,,1.76E+06,C+,467229.3,546818.7,2s.2p.(3P*).3p,2P,1/2,2s2.5p,2P*,3/2,,T5109LS,,
O,4,,1256.690,,7.06E+06,B,467229.3,546803.4,2s.2p.(3P*).3p,2P,1/2,2s2.5p,2P*,1/2,,T5109LS,,
O,2,1257.345,1257.349,10,,,40468.01,120000.43,2s2.2p3,2P*,3/2,2s.2p4,4P,3/2,,,L10549,
O,2,,1257.380,,,,40470.00,120000.43,2s2.2p3,2P*,1/2,2s.2p4,4P,3/2,,,L11267,
O,2,1258.156,1258.158,6,,,188888.543,268369.8,2s2.2p2.(3P).3s,2P,1/2,2s2.2p2.(3P).6p,2S*,1/2,,,L10549,
O,4,,1258.276,,8.79E+06,B,467344.9,546818.7,2s.2p.(3P*).3p,2P,3/2,2s2.5p,2P*,3/2,,T5109LS,,
O,4,,1258.519,,3.51E+06,C+,467344.9,546803.4,2s.2p.(3P*).3p,2P,3/2,2s2.5p,2P*,1/2,,T5109LS,,
O,2,1259.931,1259.935,10,,,40468.01,119837.21,2s2.2p3,2P*,3/2,2s.2p4,4P,5/2,,,L10549,
O,2,1261.016,1261.014,10,,,189068.514,268369.8,2s2.2p2.(3P).3s,2P,3/2,2s2.2p2.(3P).6p,2S*,1/2,,,L10549,
O,3,,1265.867,,8.26E+07,C+,300229.93,379227.15,2s2.2p.(2P*).3p,3P,0,2s2.2p.(2P*).4d,3D*,1,,T5376LS,,
O,3,,1266.126,,1.11E+08,C+,300311.96,379293.03,2s2.2p.(2P*).3p,3P,1,2s2.2p.(2P*).4d,3D*,2,,T5376LS,,
O,3,,1267.183,,6.18E+07,C+,300311.96,379227.15,2s2.2p.(2P*).3p,3P,1,2s2.2p.(2P*).4d,3D*,1,,T5376LS,,
O,3,,1267.199,,1.48E+08,C+,300442.55,379356.75,2s2.2p.(2P*).3p,3P,2,2s2.2p.(2P*).4d,3D*,3,,T5376LS,,
O,3,,1268.223,,3.7E+07,C+,300442.55,379293.03,2s2.2p.(2P*).3p,3P,2,2s2.2p.(2P*).4d,3D*,2,,T5376LS,,
O,3,,1269.284,,4.1E+06,C,300442.55,379227.15,2s2.2p.(2P*).3p,3P,2,2s2.2p.(2P*).4d,3D*,1,,T5376LS,,
O,2,,1272.2283,,,,188888.543,267490.79,2s2.2p2.(3P).3s,2P,1/2,2s2.2p2.(1D).4p,2P*,3/2,,,L11267,
O,2,,1272.7223,,,,188888.543,267460.28,2s2.2p2.(3P).3s,2P,1/2,2s2.2p2.(1D).4p,2P*,1/2,,,L11267,
O,2,1275.143,1275.1479,10,,,189068.514,267490.79,2s2.2p2.(3P).3s,2P,3/2,2s2.2p2.(1D).4p,2P*,3/2,,,L10549,
O,2,,1275.6442,,,,189068.514,267460.28,2s2.2p2.(3P).3s,2P,3/2,2s2.2p2.(1D).4p,2P*,1/2,,,L11267,
O,4,,1277.51,,4.78E+07,B,581721,659998,2s.2p.(1P*).3d,2P*,1/2,2p2.(1D).3d,2P,1/2,,T5109LS,,
O,4,,1277.51,,1.19E+07,B,581721,659998,2s.2p.(1P*).3d,2P*,1/2,2p2.(1D).3d,2P,3/2,,T5109LS,,
O,4,,1277.87,,2.39E+07,B,581743,659998,2s.2p.(1P*).3d,2P*,3/2,2p2.(1D).3d,2P,1/2,,T5109LS,,
O,4,,1277.87,,5.97E+07,B,581743,659998,2s.2p.(1P*).3d,2P*,3/2,2p2.(1D).3d,2P,3/2,,T5109LS,,
O,3,,1278.970,,7.52E+07,C+,300229.93,378417.84,2s2.2p.(2P*).3p,3P,0,2s.2p2.(4P).3p,3P*,1,,T5376LS,,
O,3,,1280.029,,2.25E+08,C+,300311.96,378435.16,2s2.2p.(2P*).3p,3P,1,2s.2p2.(4P).3p,3P*,0,,T5376LS,,
O,3,,1280.313,,5.62E+07,C+,300311.96,378417.84,2s2.2p.(2P*).3p,3P,1,2s.2p2.(4P).3p,3P*,1,,T5376LS,,
O,4,,1280.42,,1.06E+08,C+,518699,596798.2,2s.2p.(1P*).3s,2P*,1/2,2s.2p.(3P*).4f,2D,3/2,,T5109LS,,
O,3,,1280.513,,5.62E+07,C+,300311.96,378405.68,2s2.2p.(2P*).3p,3P,1,2s.2p2.(4P).3p,3P*,2,,T5376LS,,
O,4,,1280.59,,2.12E+07,C+,518709,596798.2,2s.2p.(1P*).3s,2P*,3/2,2s.2p.(3P*).4f,2D,3/2,,T5109LS,,
O,3,,1282.458,,9.32E+07,C+,300442.55,378417.84,2s2.2p.(2P*).3p,3P,2,2s.2p2.(4P).3p,3P*,1,,T5376LS,,
O,3,,1282.658,,1.68E+08,C+,300442.55,378405.68,2s2.2p.(2P*).3p,3P,2,2s.2p2.(4P).3p,3P*,2,,T5376LS,,
O,4,,1282.89,,1.26E+08,C+,518709,596658.3,2s.2p.(1P*).3s,2P*,3/2,2s.2p.(3P*).4f,2D,5/2,,T5109LS,,
O,2,1286.409,1286.4090,10,,,188888.543,266624.32,2s2.2p2.(3P).3s,2P,1/2,2s2.2p2.(1D).4p,2D*,3/2,,,L10549,
O,2,1289.127,1289.1238,12,,,189068.514,266640.58,2s2.2p2.(3P).3s,2P,3/2,2s2.2p2.(1D).4p,2D*,5/2,,,L10549,
O,2,1289.387,1289.3941,6,,,189068.514,266624.32,2s2.2p2.(3P).3s,2P,3/2,2s2.2p2.(1D).4p,2D*,3/2,,,L10549,
O,4,,1291.77,,3.46E+04,D,499795.7,577209,2s.2p.(3P*).3d,4D*,3/2,2p2.(3P).3s,4P,5/2,,T5109LS,,
O,4,,1292.55,,3.11E+05,C,499842.6,577209,2s.2p.(3P*).3d,4D*,5/2,2p2.(3P).3s,4P,5/2,,T5109LS,,
O,4,,1293.63,,1.38E+06,C+,499907.0,577209,2s.2p.(3P*).3d,4D*,7/2,2p2.(3P).3s,4P,5/2,,T5109LS,,
O,4,,1293.991,,1.68E+08,C+,510569.7,587850.0,2s2.4d,2D,3/2,2s2.7f,2F*,5/2,,T5109LS,,
O,4,,1294.065,,1.2E+07,C+,510574.1,587850.0,2s2.4d,2D,5/2,2s2.7f,2F*,5/2,,T5109LS,,
O,4,,1294.065,,1.8E+08,C+,510574.1,587850.0,2s2.4d,2D,5/2,2s2.7f,2F*,7/2,,T5109LS,,
O,4,,1294.84,,8.59E+04,D,499767.2,576997,2s.2p.(3P*).3d,4D*,1/2,2p2.(3P).3s,4P,3/2,,T5109LS,,
O,4,,1295.31,,5.49E+05,C,499795.7,576997,2s.2p.(3P*).3d,4D*,3/2,2p2.(3P).3s,4P,3/2,,T5109LS,,
O,4,,1295.610,,8.02E+06,B,390161.2,467344.9,2s2.3p,2P*,1/2,2s.2p.(3P*).3p,2P,3/2,,T5109LS,,
O,4,,1296.10,,1.08E+06,C+,499842.6,576997,2s.2p.(3P*).3d,4D*,5/2,2p2.(3P).3s,4P,3/2,,T5109LS,,
O,4,,1297.069,,4E+07,B,390248.0,467344.9,2s2.3p,2P*,3/2,2s.2p.(3P*).3p,2P,3/2,,T5109LS,,
O,4,,1297.26,,8.55E+05,C,499767.2,576853,2s.2p.(3P*).3d,4D*,1/2,2p2.(3P).3s,4P,1/2,,T5109LS,,
O,4,,1297.554,,3.19E+07,B,390161.2,467229.3,2s2.3p,2P*,1/2,2s.2p.(3P*).3p,2P,1/2,,T5109LS,,
O,4,,1297.74,,8.54E+05,C,499795.7,576853,2s.2p.(3P*).3d,4D*,3/2,2p2.(3P).3s,4P,1/2,,T5109LS,,
O,4,,1299.017,,1.59E+07,B,390248.0,467229.3,2s2.3p,2P*,3/2,2s.2p.(3P*).3p,2P,1/2,,T5109LS,,
O,3,,1300.856,,1.67E+03,B,43185.74,120058.2,2s2.2p2,1S,0,2s.2p3,3D*,1,,"T4026,T4899",,
O,5,,1301.148,,6.73E-02,B,81942.5,158797.7,1s2.2s.2p,3P*,0,1s2.2s.2p,1P*,1,M1,"T4492,T3474",,
O,1,1302.168,1302.168,900,3.41E+08,A,0.000,76794.978,2s2.2p4,3P,2,2s2.2p3.(4S*).3s,3S*,1,,"T5803,LS",L3760,
O,5,,1303.456,,1.02E-01,E,82078.6,158797.7,1s2.2s.2p,3P*,1,1s2.2s.2p,1P*,1,M1,"T4492,T3474",,
O,5,,1303.456,,1.26E-03,D,82078.6,158797.7,1s2.2s.2p,3P*,1,1s2.2s.2p,1P*,1,E2,T4586,,
O,1,1304.858,1304.858,600,2.03E+08,A,158.265,76794.978,2s2.2p4,3P,1,2s2.2p3.(4S*).3s,3S*,1,,"T5803,LS",L3760,
O,1,1306.029,1306.029,300,6.76E+07,A,226.977,76794.978,2s2.2p4,3P,0,2s2.2p3.(4S*).3s,3S*,1,,"T5803,LS",L3760,
O,5,,1308.688,,8.27E-02,B,82385.3,158797.7,1s2.2s.2p,3P*,2,1s2.2s.2p,1P*,1,M1,"T4492,T3474",,
O,5,,1308.688,,7.55E-04,D,82385.3,158797.7,1s2.2s.2p,3P*,2,1s2.2s.2p,1P*,1,E2,T4586,,
O,2,1315.338,1315.3393,8,,,185235.281,261261.29,2s2.2p2.(3P).3s,4P,1/2,2s2.2p2.(3P).5p,4P*,3/2,,,L10549,
O,2,1315.518,1315.522,8,,,185340.577,261356.02,2s2.2p2.(3P).3s,4P,3/2,2s2.2p2.(3P).5p,4P*,5/2,,,L10549,
O,2,1316.150,1316.1499,5bl,,,185235.281,261214.47,2s2.2p2.(3P).3s,4P,1/2,2s2.2p2.(3P).5p,4P*,1/2,,,L10549,
O,2,1317.162,1317.1636,10,,,185340.577,261261.29,2s2.2p2.(3P).3s,4P,3/2,2s2.2p2.(3P).5p,4P*,3/2,,,L10549,
O,2,,1317.9764,,,,185340.577,261214.47,2s2.2p2.(3P).3s,4P,3/2,2s2.2p2.(3P).5p,4P*,1/2,,,L11267,
O,2,1318.269,1318.272,12,,,185499.124,261356.02,2s2.2p2.(3P).3s,4P,5/2,2s2.2p2.(3P).5p,4P*,5/2,,,L10549,
O,4,,1318.42,,1.42E+08,B,514220.4,590069,2s.2p.(3P*).3d,2P*,3/2,2s.2p.(3P*).4p,2S,1/2,,T5109LS,,
O,4,,1318.58,,1.86E+07,B,518699,594538,2s.2p.(1P*).3s,2P*,1/2,2p2.(3P).3s,2P,3/2,,T5109LS,,
O,4,,1318.76,,9.28E+07,B,518709,594538,2s.2p.(1P*).3s,2P*,3/2,2p2.(3P).3s,2P,3/2,,T5109LS,,
O,2,1319.918,1319.9200,10,,,185499.124,261261.29,2s2.2p2.(3P).3s,4P,5/2,2s2.2p2.(3P).5p,4P*,3/2,,,L10549,
O,2,1320.567,1320.5968,10,,,185235.281,260958.62,2s2.2p2.(3P).3s,4P,1/2,2s2.2p2.(3P).5p,4D*,3/2,,,L10549,
O,2,1320.957,1320.9437,12,,,185340.577,261044.03,2s2.2p2.(3P).3s,4P,3/2,2s2.2p2.(3P).5p,4D*,5/2,,,L10549,
