element,sp_num,obs_wl_vac(A),unc_obs_wl,ritz_wl_vac(A),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Fe,1,2867.4663,0.0002,2867.46631,0.00018,1480,1.99E+06,B,7985.785,42859.778,3d7.(4F).4s,a 5F,2,3d6.(3P2).4s.4p.(3P*),x 5P*,2,,T5720,L11631,
Fe,3,2867.641,0.017,2867.635,0.009,510h,,,147614.57,182486.51,3d5.(b 2F).4p,3D*,2,3d5.(4P).4d,5F,1,,,L1171,
Fe,1,2868.1510,0.0007,2868.15107,0.00018,760,1.25E+06,B+,12968.554,47834.221,3d7.(4F).4s,a 3F,2,3d6.(3F2).4s.4p.(3P*),x 3G*,3,,T5720,L11631,
Fe,1,2868.4033,0.0007,2868.40347,0.00012,600,2.37E+06,C,12968.554,47831.153,3d7.(4F).4s,a 3F,2,3d6.(3G).4s.4p.(3P*),w 5G*,2,,T5720,L11631,
Fe,2,2868.5852,0.0010,2868.5860,0.0003,900,8E+06,D+,73603.537,108463.918,3d6.(1I).4p,w 2H*,11/2,3d6.(3G).4d,4I,13/2,,T6892c83,L18349c139,
Fe,1,2868.7197,0.0012,2868.71995,0.00012,129,,,12560.934,47419.687,3d7.(4F).4s,a 3F,3,3d6.(3P2).4s.4p.(3P*),1D*,2,,,L11631,
Fe,2,2868.891,0.005,2868.88844,0.00013,130bl(Fe II)*,,,27314.9183,62171.624,3d6.(3F2).4s,a 2F,7/2,3d5.(6S).4s.4p.(3P*),y 6P*,7/2,,,L18349c143,
Fe,2,2868.891,0.005,2868.89903,0.00016,130bl(Fe II)*,2.8E+06,D+,69650.481,104507.058,3d6.(3G).4p,y 2F*,5/2,3d6.(3H).4d,4F,5/2,,T6892c83,L18349c143,
Fe,2,2868.963,0.005,2868.96866,0.00014,120d?,,,70523.694,105379.425,3d6.(3G).4p,x 2G*,7/2,3d6.(3F2).4d,4D,5/2,,,L18349c143,
Fe,3,2868.976,0.013,2868.986,0.004,750,5E+06,D,105895.34,140750.86,3d5.(b 2D).4s,3D,1,3d5.(a 2G).4p,3F*,2,,T6105,L3495,
Fe,1,2869.0565,0.0017,2869.05534,0.00018,288,,,19757.032,54611.710,3d6.(5D).4s.4p.(3P*),z 7D*,3,3d6.(5D).4s (6D).6s,g 7D,2,,,L11631,
Fe,2,2869.1987,0.0019,2869.19660,0.00021,700,9E+06,D+,72212.989,107065.951,3d6.(3D).4p,w 4P*,1/2,3d6.(5D).5d,4P,3/2,,T6892c83,L18349c139,
Fe,1,2869.2960,0.0007,2869.29597,0.00018,309,1.45E+07,B,18378.186,53229.941,3d6.4s2,a 3P2,2,3d7.(2D2).4p,v 3P*,1,,T5720,L11631,
Fe,2,2869.717,0.005,2869.71622,0.00013,1200,7E+05,D,8391.9554,43238.6066,3d6.(5D).4s,a 4D,5/2,3d6.(5D).4p,z 6P*,5/2,,T6892c83,L18349c143,
Fe,2,2869.829,0.005,2869.82478,0.00013,600d?,,,54283.236,89128.569,3d5.4s2,b 4G,7/2,3d5.(4P).4s.4p.(3P*),6P*,7/2,,,L18349c143,
Fe,2,2869.973,0.005,2869.97212,0.00015,100d?,,,73395.831,108239.375,3d5.4s2,4F,5/2,3d5.(2F1).4s.4p.(3P*),4D*,7/2,,,L18349c143,
Fe,2,2869.994,0.005,2869.99982,0.00014,800,1.4E+06,D+,27314.9183,62158.126,3d6.(3F2).4s,a 2F,7/2,3d6.(3F2).4p,y 4F*,9/2,,T6892c83,L18349c143,
Fe,1,2870.0703,0.0012,2870.07130,0.00018,129,,,19562.439,54404.779,3d6.(5D).4s.4p.(3P*),z 7D*,4,3d6.(5D).4s (6D).6s,g 7D,3,,,L11631,
Fe,1,2870.1499,0.0002,2870.14947,0.00012,4170,9.25E+05,B,415.933,35257.324,3d6.4s2,a 5D,3,3d7.(4F).4p,z 5G*,4,,T5720,L11631,
Fe,2,2870.155,0.002,2870.15438,0.00006,10000,4E+07,C+,45044.1916,79885.523,3d6.(5D).4p,z 4D*,3/2,3d6.(5D).5s,e 4D,5/2,,T7466,L18197,
Fe,2,2870.543,0.005,2870.54126,0.00013,800bl(Fe II)*,1.1E+06,D,27314.9183,62151.554,3d6.(3F2).4s,a 2F,7/2,3d6.(3F2).4p,y 4F*,5/2,,T6892c83,L18349c143,
Fe,2,2870.543,0.005,2870.54650,0.00014,800bl(Fe II)*,,,57493.333,92329.905,3d5.4s2,d 4P,3/2,3d5.(4G).4s.4p.(3P*),v 4F*,5/2,,,L18349c143,
Fe,1,2870.6675,0.0017,2870.66756,0.00012,79,,,19912.495,54747.598,3d6.(5D).4s.4p.(3P*),z 7D*,2,3d6.(5D).4s (6D).6s,g 7D,1,,,L11631,
Fe,2,2870.9287,0.0014,2870.92914,0.00015,900,1.3E+07,D+,71964.750,106796.679,3d6.(3D).4p,w 4P*,5/2,3d6.(5D).5d,4P,5/2,,T6892c83,L18349c139,
Fe,3,2871.06,0.03,2871.067,0.008,790wh,,,147614.57,182444.83,3d5.(b 2F).4p,3D*,2,3d5.(4P).4d,5F,3,,,L1171,
Fe,2,2871.450,0.005,2871.45139,0.00013,800,7E+05,D,25981.6451,60807.239,3d6.(3G).4s,a 4G,7/2,3d6.(3H).4p,z 4G*,9/2,,T6892c83,L18349c143,
Fe,2,2871.568,0.005,2871.56558,0.00014,110d?,1.4E+06,D+,68000.785,102824.994,3d6.(3G).4p,y 2H*,9/2,3d6.(3G).5s,f 4G,9/2,,T6892c83,L18349c142,
Fe,2,2871.596,0.005,2871.59725,0.00013,100bl(Fe II)*,1E+06,D,73393.771,108217.596,3d5.4s2,4F,9/2,3d5.(2F1).4s.4p.(3P*),4F*,9/2,,T6892c83,L18349c143,
Fe,2,2871.596,0.005,2871.6067,0.0003,100bl(Fe II)*,,,72043.060,106866.770,3d6.(3D).4p,w 4P*,3/2,3d6.(3F2).4d,4F,5/2,,,L18349c143,
Fe,2,2871.9024,0.0016,2871.90288,0.00013,2400,2.2E+06,D+,25805.3270,60625.446,3d6.(3G).4s,a 4G,9/2,3d6.(3H).4p,z 4G*,11/2,,T6892c83,L18349c139,
Fe,2,2871.974,0.005,2871.97348,0.00013,1200,3E+06,D+,26170.1810,60989.444,3d6.(3H).4s,b 2H,11/2,3d6.(3H).4p,z 4H*,9/2,,T6892c83,L18349c143,
Fe,2,2872.1162,0.0017,2872.11561,0.00013,1500,8E+06,D+,62689.874,97507.414,3d6.(3P2).4p,y 4D*,5/2,3d6.(3P2).5s,4P,5/2,,T6892c83,L18349c139,
Fe,2,2872.251,0.005,2872.2605,0.0004,"230d,bl(Ar)",,,37227.277,72043.060,3d6.(1S2).4s,a 2S,1/2,3d6.(3D).4p,w 4P*,3/2,,,L18349c142,
Fe,1,2872.567,0.003,2872.56451,0.00012,2,,,19788.251,54600.350,3d6.4s2,a 3H,4,3d6.(3G).4s.4p.(3P*),t 3G*,3,,,L11631c80,
Fe,2,2872.628,0.005,2872.63514,0.00020,140,,,72619.499,107430.742,3d6.(3D).4p,w 4D*,5/2,3d6.(3F2).4d,2D,3/2,,,L18349c143,
Fe,3,2872.828,0.017,2872.814,0.007,310h,,,147635.76,182444.83,3d5.(b 2F).4p,3D*,3,3d5.(4P).4d,5F,3,,,L1171,
Fe,2,2873.103,0.005,2873.09914,0.00013,"700d,bl?",4.5E+06,D+,45079.9019,79885.523,3d6.(5D).4p,z 4F*,5/2,3d6.(5D).5s,e 4D,5/2,,T6892c83,L18349c143,
Fe,1,2873.1767,0.0002,2873.17674,0.00012,2510,1.98E+06,C+,7728.060,42532.741,3d7.(4F).4s,a 5F,3,3d6.(3P2).4s.4p.(3P*),x 5P*,3,,T5720,L11631,
Fe,2,2873.2280,0.0003,2873.22802,0.00014,14000,1.7E+07,D+,26352.7671,61156.827,3d6.(3H).4s,b 2H,9/2,3d6.(3H).4p,z 4H*,7/2,,T6892c83,L18349c139,
Fe,1,2873.3414,0.0017,2873.34210,0.00018,71,,,22838.323,57641.001,3d7.(4P).4s,b 3P,2,3d6.(3D).4s.4p.(3P*),t 3F*,3,,,L11631,
Fe,2,2873.494,0.005,2873.49345,0.00021,400,,,31811.814,66612.659,3d7,b 2F,5/2,3d6.(3G).4p,x 4F*,3/2,,,L18349c142,
Fe,1,2873.645,0.003,2873.64901,0.00018,0d?,,,24180.862,58979.823,3d6.(5D).4s.4p.(3P*),z 7P*,3,3d6.4s.(4D).4d,3D,2,,,L11631c80,
Fe,2,2873.826,0.005,2873.82211,0.00014,70d?,,,78577.263,113374.128,3d5.4s2,2G2,9/2,3d6.(5D<3>).5f,2[3]*,7/2,,,L18349c142,
Fe,2,2873.8906,0.0014,2873.88835,0.00016,400,,,73395.831,108191.894,3d5.4s2,4F,5/2,3d5.(4F).4s.4p.(3P*),6D*,3/2,,,L18349c139,
Fe,2,2874.045,0.005,2874.05329,0.00017,90d?,,,72130.375,106924.441,3d6.(1G2).4p,x 2H*,9/2,3d6.(3F2).4d,2G,9/2,,,L18349c142,
Fe,2,2874.24064,0.00020,2874.24071,0.00014,26000,4.6E+07,C+,30764.4737,65556.271,3d6.(3G).4s,b 2G,7/2,3d6.(3H).4p,z 2H*,9/2,,T6892c83,L18349c139,
Fe,1,2874.3631,0.0012,2874.36432,0.00019,158,,,19552.478,54342.779,3d6.4s2,a 3P2,1,3d7.(4F).5p,3D*,2,,,L11631,
Fe,1,2874.4975,0.0012,2874.49586,0.00019,158,,,20641.110,55429.819,3d6.4s2,b 3F2,4,3d6.(1G2).4s.4p.(3P*),s 3G*,5,,,L11631,
Fe,3,2874.636,0.013,2874.628,0.003,470,,,105906.27,140693.38,3d5.(b 2D).4s,3D,2,3d5.(a 2G).4p,3F*,3,,,L3495,
Fe,1,2875.0155,0.0002,2875.01551,0.00008,6200,9.3E+05,B,0.000,34782.421,3d6.4s2,a 5D,4,3d7.(4F).4p,z 5G*,5,,T5720,L11631,
Fe,2,2875.438,0.005,2875.43316,0.00014,110,,,78577.263,113354.632,3d5.4s2,2G2,9/2,3d6.(5D<3>).5f,2[5]*,11/2,,,L18349c142,
Fe,1,2875.7214,0.0017,2875.72390,0.00012,209,,,19350.891,54124.744,3d6.(5D).4s.4p.(3P*),z 7D*,5,3d6.(5D).4s (6D).6s,g 7D,4,,,L11631,
Fe,2,2876.041,0.005,2876.04273,0.00017,110,3.8E+06,D+,72130.375,106900.373,3d6.(1G2).4p,x 2H*,9/2,3d6.(3F2).4d,2G,7/2,,T6892c83,L18349c143,
Fe,1,2876.093,0.003,2876.08938,0.00023,1,,,20037.816,54807.250,3d6.4s2,a 3P2,0,3d7.(4F).5p,3D*,1,,,L11631c80,
Fe,1,2876.145,0.005,2876.1375,0.0003,3bl,,,23711.456,58480.308,3d6.(5D).4s.4p.(3P*),z 7P*,4,3d6.4s.(6D).7s,7D,3,,,L11631c80,
Fe,1,2876.1457,0.0007,2876.14563,0.00012,500,1.52E+06,B,11976.239,46744.993,3d7.(4F).4s,a 3F,4,3d7.(4P).4p,u 5D*,3,,T5720,L11631,
Fe,2,2876.1911,0.0003,2876.19149,0.00013,14000,1.4E+07,D+,27314.9183,62083.118,3d6.(3F2).4s,a 2F,7/2,3d6.(3H).4p,z 2G*,9/2,,T6892c83,L18349c139,
Fe,1,2876.322,0.003,2876.32970,0.00019,0d?,,,24338.767,59105.296,3d6.4s2,b 3G,3,3d6.4s.(4D).5p,5P*,2,,,L11631c80,
Fe,3,2876.553,0.013,2876.528,0.003,200,,,105929.25,140693.38,3d5.(b 2D).4s,3D,3,3d5.(a 2G).4p,3F*,3,,,L3495,
Fe,2,2876.636,0.005,2876.63138,0.00019,60d?,,,79331.361,114094.244,3d5.(6S).4s.4p.(1P*),x 6P*,7/2,3d6.(5D).6d,114094,5/2,,,L18349c142,
Fe,1,2877.244,0.003,2877.23930,0.00012,0d?,,,17927.382,52682.920,3d7.(4P).4s,a 5P,1,3d7.(2D2).4p,t 3D*,2,,,L11631c80,
Fe,2,2877.3976,0.0011,2877.3982,0.0003,800,9E+06,D+,72043.060,106796.679,3d6.(3D).4p,w 4P*,3/2,3d6.(5D).5d,4P,5/2,,T6892c83,L18349c139,
Fe,1,2877.5566,0.0012,2877.55632,0.00019,100,,,21038.987,55790.696,3d6.4s2,b 3F2,2,3d6.(1G2).4s.4p.(3P*),s 3G*,3,,,L11631,
Fe,2,2877.6477,0.0005,2877.64735,0.00013,9000,9.6E+06,B,27314.9183,62065.528,3d6.(3F2).4s,a 2F,7/2,3d6.(3F2).4p,y 4F*,7/2,,T7461,L18349c139,
Fe,2,2877.761,0.005,2877.7681,0.0003,80,,,78487.144,113236.296,3d6.(1D2).4p,w 2D*,3/2,3d6.(5D).7s,4D,5/2,,,L18349c143,
Fe,2,2877.935,0.005,2877.93578,0.00015,100d?,4.5E+05,D,73492.248,108239.375,3d5.4s2,4F,7/2,3d5.(2F1).4s.4p.(3P*),4D*,7/2,,T6892c83,L18349c143,
Fe,2,2877.999,0.005,2877.9945,0.0004,110,6.2E+06,D+,72429.675,107176.093,3d6.(3D).4p,w 4D*,1/2,3d6.(5D).5d,4P,1/2,,T6892c83,L18349c143,
Fe,1,2878.1447,0.0002,2878.14484,0.00012,2240,4.61E+06,B,11976.239,46720.842,3d7.(4F).4s,a 3F,4,3d7.(4P).4p,u 5D*,4,,T5720,L11631,
Fe,2,2878.277,0.005,2878.27201,0.00018,"190d,bl(Ti)?",,,57411.086,92154.154,3d5.4s2,d 4P,5/2,3d5.(4D).4s.4p.(3P*),6F*,7/2,,,L18349c142,
Fe,2,2879.055,0.005,2879.04687,0.00013,700d?,,,38660.0537,73393.771,3d6.(5D).4p,z 6D*,7/2,3d5.4s2,4F,9/2,,,L18349c143,
Fe,1,2879.474,0.003,2879.4703,0.0003,2,,,24772.018,59500.628,3d7.(2P).4s,c 3P,1,3d6.(3P2).4s.4p.(1P*),3S*,1,,,L11631c80,
Fe,1,2879.529,0.003,2879.52392,0.00012,2,,,20019.635,54747.598,3d6.(5D).4s.4p.(3P*),z 7D*,1,3d6.(5D).4s (6D).6s,g 7D,1,,,L11631c80,
Fe,1,2879.6050,0.0012,2879.60526,0.00019,151,,,22838.323,57565.305,3d7.(4P).4s,b 3P,2,3d6.(3P2).4s.4p.(1P*),3D*,3,,,L11631,
Fe,2,2879.748,0.005,2879.74076,0.00014,100d?,,,73492.248,108217.596,3d5.4s2,4F,7/2,3d5.(2F1).4s.4p.(3P*),4F*,9/2,,,L18349c143,
Fe,2,2879.7941,0.0017,2879.79408,0.00017,140bl(Fe I),,,87572.959,122297.664,3d5.(4G).4s.4p.(3P*),y 6F*,5/2,3d6.(3H).6s,4H,7/2,,,L18349c148,
Fe,1,2879.7942,0.0017,2879.79574,0.00012,120,3.61E+05,C+,12968.554,47693.239,3d7.(4F).4s,a 3F,2,3d6.(3G).4s.4p.(3P*),w 5G*,3,,T5720,L11631,
Fe,1,2879.947,0.003,2879.94627,0.00012,2,,,19757.032,54479.902,3d6.(5D).4s.4p.(3P*),z 7D*,3,3d6.4s.(6D).6s,5D,4,,,L11631c80,
Fe,2,2880.0902,0.0011,2880.08928,0.00013,3300,3.6E+06,D+,30388.5451,65109.691,3d6.(3G).4s,b 2G,9/2,3d6.(3F2).4p,y 2G*,7/2,,T6892c83,L18349c139,
Fe,1,2880.303,0.003,2880.30180,0.00019,2,,,19552.478,54271.062,3d6.4s2,a 3P2,1,3d6.(3D).4s.4p.(3P*),t 5P*,1,,,L11631c80,
Fe,2,2880.398,0.005,2880.39796,0.00014,800d?,,,26170.1810,60887.606,3d6.(3H).4s,b 2H,11/2,3d6.(3H).4p,z 4H*,11/2,,,L18349c143,
Fe,3,2880.48,0.03,2880.486,0.008,380hbl(Fe II),,,165939.83,200656.19,3d5.(b 2G).4p,3H*,5,3d5.(4F).4d,5G,6,,,L1171,
Fe,1,2880.580,0.003,2880.5788,0.0003,1,,,21038.987,55754.233,3d6.4s2,b 3F2,2,3d7.(2D2).4p,w 1D*,2,,,L11631c80,
Fe,2,2880.580,0.005,2880.58912,0.00013,160bl(Fe I),9E+05,D,70523.694,105238.815,3d6.(3G).4p,x 2G*,7/2,3d6.(3P2).4d,2D,5/2,,T6892c83,L18349c143,
Fe,2,2880.698,0.005,2880.69736,0.00016,500,,,31364.4554,66078.272,3d6.(3D).4s,b 4D,3/2,3d6.(3G).4p,x 4G*,5/2,,,L18349c142,
Fe,2,2880.970,0.005,2880.96830,0.00013,"120d,bl(Fe II)?*",3.5E+06,D+,70523.694,105234.246,3d6.(3G).4p,x 2G*,7/2,3d6.(3P2).4d,4P,5/2,,T6892c83,L18349c143,
Fe,2,2880.970,0.005,2880.97295,0.00020,"120d,bl(Fe II)?*",,,31811.814,66522.310,3d7,b 2F,5/2,3d6.(3G).4p,x 4F*,5/2,,,L18349c143,
Fe,1,2881.220,0.003,2881.21740,0.00019,0,,,21715.732,56423.283,3d7.(2G).4s,a 3G,5,3d6.(1I).4s.4p.(3P*),u 3H*,4,,,L11631c80,
Fe,1,2881.4241,0.0012,2881.42388,0.00019,209,,,8154.714,42859.778,3d7.(4F).4s,a 5F,1,3d6.(3P2).4s.4p.(3P*),x 5P*,2,,,L11631,
Fe,2,2881.6014,0.0003,2881.60141,0.00013,13000,2.2E+06,C,7955.3186,42658.2444,3d6.(5D).4s,a 4D,7/2,3d6.(5D).4p,z 6P*,7/2,,T7589,L18349c139,
Fe,2,2881.6760,0.0016,2881.67483,0.00014,2700,8E+06,D+,27620.4033,62322.445,3d6.(3F2).4s,a 2F,5/2,3d6.(3H).4p,z 2G*,7/2,,T6892c83,L18349c139,
Fe,1,2881.918,0.003,2881.90958,0.00019,(0)?,,,19912.495,54611.710,3d6.(5D).4s.4p.(3P*),z 7D*,2,3d6.(5D).4s (6D).6s,g 7D,2,,,L11631c81,
Fe,2,2882.029,0.005,2882.02993,0.00017,110,1.9E+06,D,72169.004,106866.770,3d6.(3D).4p,w 4F*,3/2,3d6.(3F2).4d,4F,5/2,,T6892c83,L18349c143,
Fe,2,2882.139,0.005,2882.12753,0.00012,70d?,,,78237.709,112934.300,3d6.(5D).5s,e 6D,7/2,3d6.(5D<4>).5f,2[2]*,5/2,,,L18349c142,
Fe,5,,,2882.28,0.05,,3.5E-01,D+,36585.6,71280.3,3d4,1G2,4,3d4,1G1,4,E2,T9277,,
Fe,1,2882.586,0.003,2882.58463,0.00019,0d?,,,24574.655,59265.744,3d7.(2G).4s,a 1G,4,3d7.(4F<7/2>).4f,2[7/2]*,4,,,L11631c80,
Fe,1,2882.650,0.005,2882.64438,0.00019,(1)bl*,,,24574.655,59265.025,3d7.(2G).4s,a 1G,4,3d7.(4F<7/2>).4f,2[11/2]*,5,,,L11631c81,
Fe,2,2882.650,0.005,2882.65076,0.00015,340bl(Fe I),,,31387.9788,66078.272,3d6.(3D).4s,b 4D,5/2,3d6.(3G).4p,x 4G*,5/2,,,L18349c142,
Fe,1,2882.650,0.005,2882.65609,0.00019,(1)bl*,,,24574.655,59264.884,3d7.(2G).4s,a 1G,4,3d7.(4F<7/2>).4f,2[9/2]*,5,,,L11631c81,
Fe,1,2882.871,0.003,2882.87092,0.00019,(0)?,,,24574.655,59262.299,3d7.(2G).4s,a 1G,4,3d7.(4F<7/2>).4f,2[9/2]*,4,,,L11631c81,
Fe,2,2883.040,0.005,2883.03431,0.00012,700d?,,,44753.8179,79439.496,3d6.(5D).4p,z 4F*,7/2,3d6.(5D).5s,e 4D,7/2,,,L18349c143,
Fe,2,2883.3511,0.0003,2883.35095,0.00018,2900,1.08E+08,B+,73966.843,108648.712,3d6.(1I).4p,y 2I*,13/2,3d6.(1I).5s,2I,13/2,,T6892c83,L18349c139,
Fe,1,2883.478,0.003,2883.47857,0.00012,0,,,19621.006,54301.340,3d6.4s2,a 3H,5,3d6.(3D).4s.4p.(3P*),5D*,4,,,L11631c80,
Fe,2,2883.590,0.005,2883.59357,0.00025,100d,2.8E+06,D+,73969.761,108648.712,3d6.(1I).4p,y 2I*,11/2,3d6.(1I).5s,2I,13/2,,T6892c83,L18349c143,
Fe,2,2883.706,0.005,2883.70217,0.00017,150,6.4E+06,D+,72169.004,106846.649,3d6.(3D).4p,w 4F*,3/2,3d6.(5D).5d,4F,3/2,,T6892c83,L18349c143,
Fe,2,2883.977,0.005,2883.97919,0.00013,90,,,78237.709,112912.023,3d6.(5D).5s,e 6D,7/2,3d6.(5D<4>).5f,2[3]*,7/2,,,L18349c142,
Fe,3,2884.066,0.020,2884.093,0.005,170,,,114340.26,149013.21,3d5.(b 2G).4s,3G,4,3d5.(2H).4p,1G*,4,,,L1171,
Fe,2,2884.219,0.005,2884.20885,0.00015,130d,9E+05,D,66078.272,100749.825,3d6.(3G).4p,x 4G*,5/2,3d6.(3F2).5s,e 2F,5/2,,T6892c83,L18349c142,
Fe,2,2884.5559,0.0002,2884.55611,0.00013,18000,1.5E+07,D+,26170.1810,60837.560,3d6.(3H).4s,b 2H,11/2,3d6.(3H).4p,z 4H*,13/2,,T6892c83,L18349c139,
Fe,1,2884.5928,0.0012,2884.59347,0.00019,229,2.91E+06,C+,21715.732,56382.662,3d7.(2G).4s,a 3G,5,3d6.(1I).4s.4p.(3P*),u 3H*,5,,T5720,L11631,
Fe,2,2884.872,0.005,2884.8719,0.0003,100d?,4.5E+06,D+,73966.843,108630.427,3d6.(1I).4p,y 2I*,13/2,3d6.(1I).5s,2I,11/2,,T6892c83,L18349c143,
Fe,2,2884.9469,0.0010,2884.94557,0.00017,900,1E+07,D+,72261.742,106924.441,3d6.(1G2).4p,x 2H*,11/2,3d6.(3F2).4d,2G,9/2,,T6892c83,L18349c139,
Fe,2,2885.031,0.005,2885.01965,0.00016,110,1.8E+06,D+,72238.564,106900.373,3d6.(3D).4p,w 4F*,5/2,3d6.(3F2).4d,2G,7/2,,T6892c83,L18349c143,
Fe,2,2885.1153,0.0004,2885.11479,0.00021,2000,1.14E+08,B+,73969.761,108630.427,3d6.(1I).4p,y 2I*,11/2,3d6.(1I).5s,2I,11/2,,T6892c83,L18349c139,
Fe,2,2885.6103,0.0005,2885.61063,0.00012,9000,2.5E+07,C+,44784.7859,79439.496,3d6.(5D).4p,z 4D*,5/2,3d6.(5D).5s,e 4D,7/2,,T7466,L18349c139,
Fe,2,2885.877,0.002,2885.87529,0.00017,500bl(Fe II)*,1.2E+07,D+,72524.561,107176.093,3d6.(3D).4p,w 4D*,3/2,3d6.(5D).5d,4P,1/2,,T6892c83,L18349c148,
Fe,2,2885.877,0.002,2885.87646,0.00014,500bl(Fe II)*,,,78725.822,113377.340,3d6.(5D).5s,e 6D,3/2,3d6.(5D<3>).5f,2[2]*,5/2,,,L18349c148,
Fe,1,2886.1926,0.0022,2886.19055,0.00019,79bl*,,,19757.032,54404.779,3d6.(5D).4s.4p.(3P*),z 7D*,3,3d6.(5D).4s (6D).6s,g 7D,3,,,L11631,
Fe,1,2886.1926,0.0022,2886.1907,0.0006,79bl*,,,24506.917,59154.662,3d6.(5D).4s.4p.(3P*),z 7P*,2,3d6.4s.(4D).4d,3S,1,,,L11631,
Fe,2,2886.778,0.005,2886.77877,0.00017,1400,3.8E+06,D+,32875.6409,67516.328,3d6.(1I).4s,a 2I,13/2,3d6.(3G).4p,y 2H*,11/2,,T6892c83,L18349c143,
Fe,2,2886.886,0.005,2886.8834,0.0006,80,,,78841.872,113481.304,3d6.(1D2).4p,w 2P*,1/2,3d6.(5D).7s,4D,3/2,,,L18349c143,
Fe,2,2886.971,0.005,2886.97821,0.00014,90d?,,,73492.248,108130.542,3d5.4s2,4F,7/2,3d5.(4F).4s.4p.(3P*),6D*,5/2,,,L18349c142,
Fe,2,2887.088,0.005,2887.08123,0.00014,1000,7E+05,D,26170.1810,60807.239,3d6.(3H).4s,b 2H,11/2,3d6.(3H).4p,z 4G*,9/2,,T6892c83,L18349c143,
Fe,1,2887.1623,0.0007,2887.16308,0.00012,380,1.29E+06,B,12560.934,47197.010,3d7.(4F).4s,a 3F,3,3d6.(3F2).4s.4p.(3P*),x 3F*,2,,T5720,L11631,
Fe,2,2887.8188,0.0012,2887.81925,0.00016,600,5.5E+06,D+,72238.564,106866.770,3d6.(3D).4p,w 4F*,5/2,3d6.(3F2).4d,4F,5/2,,T6892c83,L18349c139,
Fe,1,2887.990,0.003,2887.98405,0.00019,3,,,24335.766,58961.996,3d7.(2P).4s,c 3P,2,3d6.4s.(4D).5p,3F*,2,,,L11631c80,
Fe,2,2888.074,0.005,2888.07238,0.00019,80d?,,,79331.361,113956.532,3d5.(6S).4s.4p.(1P*),x 6P*,7/2,3d6.(5D).6d,6D,9/2,,,L18349c143,
Fe,2,2888.160,0.005,2888.16074,0.00014,1000bl(Fe II)*,1.9E+06,D,27620.4033,62244.515,3d6.(3F2).4s,a 2F,5/2,3d6.(3F2).4p,y 4F*,3/2,,T6892c83,L18349c143,
Fe,2,2888.160,0.005,2888.16430,0.00018,1000bl(Fe II)*,,,39013.2160,73637.285,3d6.(5D).4p,z 6D*,3/2,3d5.4s2,4F,3/2,,,L18349c143,
Fe,1,2888.207,0.003,2888.20476,0.00019,2,,,19390.168,54013.752,3d6.4s2,a 3H,6,3d6.(3D).4s.4p.(3P*),5F*,5,,,L11631c80,
Fe,1,2888.385,0.003,2888.38345,0.00019,0d?,,,23192.500,57813.942,3d6.(5D).4s.4p.(3P*),z 7F*,2,3d6.(5D).4s (4D).4d,i 5D,3,,,L11631c80,
Fe,2,2888.495,0.005,2888.49508,0.00013,180,1.4E+06,D,63948.803,98568.907,3d6.(3F2).4p,y 4G*,9/2,3d6.(3H).5s,e 4H,7/2,,T6892c83,L18349c143,
Fe,1,2888.6517,0.0003,2888.6516,0.0003,1150,7.98E+06,B+,21715.732,56333.960,3d7.(2G).4s,a 3G,5,3d6.(1I).4s.4p.(3P*),u 3H*,6,,T5720,L11631,
Fe,1,2888.805,0.003,2888.80340,0.00012,3,1.41E+06,D+,19621.006,54237.415,3d6.4s2,a 3H,5,3d6.(3G).4s.4p.(3P*),t 3G*,4,,T5720,L11631c80,
Fe,2,2888.9425,0.0005,2888.94174,0.00014,7000,6.1E+06,D+,25787.5816,60402.333,3d6.(3P2).4s,b 2P,3/2,3d6.(3P2).4p,y 4P*,5/2,,T6892c83,L18349c139,
Fe,1,2889.344,0.003,2889.3444,0.0003,1,,,23711.456,58321.383,3d6.(5D).4s.4p.(3P*),z 7P*,4,3d6.4s.(6D).7s,5D,4,,,L11631c80,
Fe,2,2889.499,0.005,2889.49822,0.00016,110d,3.1E+06,D+,72238.564,106846.649,3d6.(3D).4p,w 4F*,5/2,3d6.(5D).5d,4F,3/2,,T6892c83,L18349c143,
Fe,2,2889.634,0.005,2889.63515,0.00020,330,,,32909.883,67516.328,3d6.(1I).4s,a 2I,11/2,3d6.(3G).4p,y 2H*,11/2,,,L18349c142,
Fe,2,2889.839,0.005,2889.83273,0.00014,"800d,bl(Fe II)?*",,,70523.694,105127.773,3d6.(3G).4p,x 2G*,7/2,3d6.(5D).5d,4D,5/2,,,L18349c143,
Fe,2,2889.839,0.005,2889.83816,0.00014,"800d,bl(Fe II)?*",,,26352.7671,60956.781,3d6.(3H).4s,b 2H,9/2,3d6.(3H).4p,z 4G*,7/2,,,L18349c143,
Fe,2,2890.009,0.005,2890.01237,0.00013,120d?,3.2E+06,D+,70314.624,104916.552,3d6.(3G).4p,x 2G*,9/2,3d6.(3F2).4d,4F,9/2,,T6892c83,L18349c143,
Fe,2,2890.2342,0.0011,2890.23096,0.00014,1000,2.1E+07,D+,70523.694,105123.005,3d6.(3G).4p,x 2G*,7/2,3d6.(3H).4d,2G,7/2,,T6892c83,L18349c139,
